essay_id,essay_set,essay,rater1_domain1,rater2_domain1,domain1_score,comments
3383,2,"For many students it is hard to compose essay's in a public school's library. Aquiring the neccisary information is comparable to finding a needle in a haystack. This is not due to the lack of funding or even the quality of teachers and staff. No neither of these problems is the cause behind many student's inabiltiy to compose thought provoking essay and analysis over a myrad of topics. This is due to the extremes in censorship that are being placed on libraries and schools in general. Many of the relevent topics and materials need to truely understand our constantly changing world is being removed from the grasp of those who will go on to lead this new world.Some prime examples of this tyrany on knowledge is the removal of books suck as @PERSON1, @PERSON2, the @CAPS1, and many other classical works. Each of these according to many parents has good reason to be removed from our libraries. @PERSON1 @PERSON1 promotes discrimination and racial supremacy along with being written by what @CAPS3 has pegged as one of the humanity's most vile of creatures. @PERSON2 uses racial surrs that are not appropriate to be in the hands of our young children. The @CAPS1 violates the separation of church and state. Many other classical works refference racism, drugs, murder, sex and use rampant profanity. All of these are valid reasons as to why a parent @MONTH1 advocate for there to be censorship of our libraries.These reasons, as well meaning as they @MONTH1 be, are no longer good enough to be valid in todays changing environment. Many of the books that have been recomneded to be removed show us an unfiltered view of a time period from a point of view that did not belong to the 'victor' of the social battle. As we know, '@CAPS3 is written by the victors.' @CAPS4 it is good that the @CAPS5 won the @CAPS6 @CAPS7 and helped abolish slavery it is still important to realize that we still cannot remove the view point from our centers of knowledge. To forget is to remember at another time. That time is when we repeat the same mistakes again.For the parents who also want to save the innocence of their children by forbidding these books from libraries need to realize that the media has been pumping these forbiden images to their children more than books have. To censor our libraries is to cripple our children from the knowledge they need to fully understand our shadowed and fragmented world. Just because we try and close our eyes to the realities of the world does not mean that they don't exist. It is better to see and understand than to enter the world blind and dumb",5,4,5,"ID1,ORG1,STY1"
7082,3,"The cyclist is riding through the high deserts in California. In this environment everything looks the same for miles. The cyclist is dehydrated and is getting worse because he has no protection from the sun. It is hard for the cyclist to keep in good spirits because he is not even coming across any towns or sources of water. The cyclist says �About forty miles into the pedal, I arrived at the first �town.� This place might have been a thriving little spot at one time- say before the last world war- but on that morning it fit the traditional definition of a ghost town.� This made the cyclist doubt the old timers directions. In the wide open desert, the cyclist was only coming across something after at least twenty miles. The heat, lack of water, and lack of civilization made the cyclist think he was �going to die and the birds would pick [him] clean. When the cyclist spots the abandoned Welch�s factory, the cyclist says they used what seemed to be their last bit of energy. The conditions affected the cyclist",3,2,3,"ID3,ORG3,STY2"
333,1,"Dear local newspaper, Computers have a lot of affects on people. Some affects are it takes away from family and friends, you don't really have a social life and you don't get enough excersise. Computers take away from friends and family time. I did an interview yesterday with @PERSON1; and I asked,"" @CAPS1 you go over your grandmas house what do you usually do?"" @CAPS2 said, ""I usually use the computer."" @CAPS3 do you want to use the computer while your their? your with your family your supposed to spend time with them. Play a game like monopoly, or play @CAPS4. Those are fun and great way to interact with your family. If your family member doesn't have those games bring them! People think that because there is facebook, aim, e-mail, and myspace that your interacting with friends. You really aren't. I asked my friend @PERSON3 what @CAPS2 thought of those things and @CAPS2 said ""They are great interacting websites."" They really aren't. They are websites on the computer. While you are on the computer your not really maintaing a social life. Your town holds activites or has a fun place you could too. Your town @MONTH1 have a gym, community center, or a library. Go their and hangout with friends interact with them. Go to school, goto the library, and hang out with friends are great ways to interact with people. People don't think about @CAPS1 your sititng in your computer chair and @CAPS5. While your sitting in the chair your not excercising, @CAPS1 you keep @CAPS5 your gaining weight. You might get fatter @CAPS1 your stuffing your face wih cheez- itz and not excersising I asked @PERSON2 a question it was what do you do while your on the computer? @CAPS2 said ""I eat.."" @CAPS5 isn't bad, but @CAPS1 your not really paying attention you eat more than you need. Your town has rec leaguges of sports such as @CAPS6, softball, and baseball. Join a team instead of playing on the computer and @CAPS5. Get @CAPS7! Computers aren't the greastest things in the world. You don't stay fit with them, you aren't very social, and you don't really spend time with your family. Computers don't really help you grow up, and be mature for the future.",5,4,9,"ID2,ORG2,STY1"
21174,8,"                   Laughter is the Shortest Distance Between Two People A thing we have done since birth is laugh. Laughter is something incredible in the world of human existence, it is something that relieves awkward situations, brings people together, and makes life a little bit easier. Laughter is something that everyone shares in common. Some people find laughter in different things than others but still we can all laugh together. Many times in my life has laughter helped me through tough situations, brought me close to someone, and just made life more enjoyable.   I remember once I was trying out for a volleyball team. It was the first day of tryouts and I was really nervous because I didn't know anyone. I had never even heard of these people and now I was going to be competing against them. There was one thing I knew about them though. It was that we all shared a common goal of making the team and being successful. Tryouts began and I felt like they were wondering why I was even there, but I ignored them and just kept working hard. Tryouts went okay for the rest of the week but still something just didn't feel right. I still felt like I didn't belong there. It was the last day of tryouts and the girls had warmed up a little, but I still felt a little uncomfortable. After the last practice it was time to announce the teams. I was really nervous cause what if I didn't make it? Or what if I did, but everyone hated me on the team? He announced the names and I was beginning to give up hope when he said my name. I was so excited, but the girls seemed to be annoyed by my name getting called. When I got home I told my parents and they were excited for me. I then told them how I didn't really know anybody and kind of felt like an outsider. They asked me if I had tried talking to anyone, and I said no not really they didn't try talking to me so I thought why should I? My mom then told me that I could only get to know them if put myself out there. I thought about it and realized I really hadn't. I ignored them as much as they ignored me. I also wasn't myself, because I really am a cool person and I am fun to be around, I just for some reason I crawled into a shell this time. I decided the next day at practice I would put myself out there. The next practice I showed up and was partnered up with a girl named @PERSON1. It was so awkward and at first we were just quiet passing the ball back an forth. Then I started talking to her and making jokes she laughed and I laughed and we had a great time. The rest of the practice went great. The awkward moments faded away into laughter. We all worked hard and joked around with each other, laughed, and I really felt like we were bonding. They laughter had brought us together. All this time it felt like we were so far away and different and really it wasn't like that at all. Having fun and laughing together showed us how much we had in common and that we were all the same. I believe that day that laughter brought our team together.  I will never forget that day. It was the day I learned how important laughter was in a relationship, getting to know someone, and how well it brings people together. That season of volleyball I made many new friends. I also learned a valuable lesson that and awkward situation can always be turned around by laughter. Today I still talk to those girls on the team and still today we all laugh together, just because you known someone for a while doesn't mean the fun and laughter has to fade away, because I believe it should get stronger. Whenever I am meeting new people I always try to break the ice and lighten up the mood with something funny, because I think that a big point in our lives is to be happy, have fun, and all laugh togther. That is exactly what I plan to do.",20,22,42,"ID1,ORG1,STY1"
15608,6,"The builders of the Empire State Building had a lot of struggles in attempting to allow dirigibles to dock there. First, they had to consult with experts to see if the equipment was safe enough. They took tours of the equipment and mooring operations at the @ORGANIZATION2 at Lakehurst, New Jersey. Next, they had a hard time dropping the mooring mast on top of the Empire State Building's flat roof. They would have to us @MONEY1 worth of modifications to strengthen the building's framework. They were never going to have this happen in the first place, because of the safety issue, the hydrogen gas in the dirigible is highly flammable. The biggest issue though, was nature. The winds on top of the building made it very hard to work, and it got very violent.",3,2,3,"ID3,ORG2,STY2"
15731,6,"The builders of the Empire State Building faced many obstacles in attempting to allow dirigibles docked there. Based on excerpt, one of these obstacles were the lack of suitable landing area. The dirigibles were as long as one thousand feet, the same length as four blocks in New York City. Another obstacle was an existing law against airships flying too low over urban areas. This law would make it illegal for a ship to ever tie up to the building or even approach the area. The U.S. Navy dirigible Los Angeles approached the mooring mast but could not get close enough to tie up because of forceful winds. If they got close enough to tie up, the captain could not even take his hands off the control levers because of the fear that the wind would blow the dirigible onto the sharp spires of other buildings in the area, which would puncture the dirigibles shell. Also, for the dirigible to be added, over sixty thousand dollars worth of modifications had to be made to the buildings framework.",2,3,3,"ID3,ORG2,STY2"
1185,1,"Dear @CAPS1, People like computers, @CAPS2 a known fact. They are very much like a dry, addicting and irrestable. Despite what people believe though computers are very good for our daily lives. You can communicate play @ORGANIZATION1, listen to music watch movies, even learn a language on the computers. So in all ways, the computer is anything but bad. @ORGANIZATION1 are fun. They help us relax. In todays age, @ORGANIZATION1 just don't give people the joy they experienced when younger. Computer @ORGANIZATION1, they are the replacement. Imagine playing baseball with a friend who lives miles away from you, while still being a kid in @LOCATION1, or set in your exercise adventure. Computer @ORGANIZATION1 broke the border giving you a higher level or ""You got mail"". Many people hear that sentence more than once everyday. By many, I mean millions. @CAPS2 a alert saying that someone sent you a email. @CAPS4 are messages. Sent over the @CAPS7, faster than any service. Instead of waiting @NUM1 days for a letter, In a matter of minutes you can have a message sent to your friends. Microsoft @CAPS3 @CAPS4, and other electronic messaging systems are a superior form of communication, these let us speak to the world! Although it sounds silly, @CAPS5 you wanted by you could send a message to anyone with a message box. Lets say you went to watch a certain movie, but you don't own it. With a computer with a dose drive, you can watch any @CAPS6. Better yet, you can download the movies media are available @CAPS7, with you able to watch them with the click of the mouse. Computers are filled to the top with gadgets & accesories that make our life easier. @ORGANIZATION1, movies, @CAPS4 anything you is not likely on a computer. They are the perfect tolls in modern society.",4,4,8,"ID2,ORG2,STY2"
15796,6,"The builders of the Empire State building had a grand idea of including a mooring mast where dirigibles, also known as zeppelins or blimps, could dock themselves. Though the idea was good, it provided the builders with many obstacles. For example, when the framework was being built, the mast was going to have to be added to the top. The mast couldn't just be dropped on, however because if a dirigibles were to the moored there, it would put too much stress on the building's framework. This revelation caused them to have to modify the entire framework to make it stronger which was very expensive.Another difficulty the builder's faced, after construction was completed, in allowing dirigibles to dock there was nature. The building was 1,250 feet tall, so the winds up at the top were constantly changing and dangerous, making it difficult for the dirigible remain stationary when moored. Also, something the builders didn't foresee was the laws against blimps flying to low over urban areas. These two challenges ended up making the use of the mooring mast impossible",3,3,3,"ID3,ORG2,STY2"
12044,5,"The mood of the author is a very gental yet very happy tone. The reason it's gental is because he's describing how he grew up and what his life was like. To some people, they could just blab all day, but to most they have to dig through memories so that they can get the sceen just right. For example, ""Within its walls, my young parents created our traditional Cuban home, the very heart of which was the kitchen.""     @CAPS1 the parts were the mood was very happy was probably parts that he could remember the most with detail. For example, ""My parents both shared cooking duties and unwittingly passed on to me their rich culinary skills and a love of cooking that is still with me today."" The reason that he could remember this more clearly is because he probably cooks for his family using his parents resipies.",2,3,3,"ID3,ORG3,STY3"
12774,5,"The @CAPS1 @CAPS2 in the story is happy This is because he got to move to the @LOCATION1 and be born hear for a better life. He Also loved growing up hear with the cuban traditions and music as stated on paragraph @NUM1 ""And for what I am eternally grateful,"" wich I adore to this day.""",1,2,2,"ID3,ORG3,STY3"
13475,5,"The mood in this memoir is one of gratitude. This is first seen in paragraph @NUM1 when he talks about cooking and Cuban music. It is also in paragraph @NUM2 when he talks about leaving their home countrys. A third time is seen in paragraph @NUM3 when he tries to say thank you, but can't find the right words. The mood in this memoir gratitude and it is easiest to see in paragraphs @NUM1, @NUM2, and @NUM3.",2,2,2,"ID3,ORG2,STY3"
9439,4,The author concludes the story with this paragraph because at the beginning of the story Saeng went to take a driving test but didn�t pass and so she goes and buys a hibiscus that reminds her of home and gives her strength and comfort. So her mother says this at the end because she knows Saeng is going through a hard time adapting to her new country and she doesn�t want to put more pressure on her just because she knows Saeng is very upset and is trying to make it up to her by buy a flower for her so she says by next spring she should be adapted and ready for the test because the flower should give her hope. She wants her to know she is three for her.,1,2,2,"ID3,ORG3,STY3"
12127,5,"The author created a mood that showe his true love for his family and his home by explaining his culture, his family, and how grateful he is to his parents. He starts by going into detail about his culture of ""Rich culinary skills....a love of cooking....passionate cuban musci (which I adore to this day)"" it builds a base to this mood by showing that his home was always filled with the food and arts of his heritage.  He goies on to talk about his family, which ""had nothing to do with being a blood relative,"" he explained how his true family was of many many cultures that ""came together in great solidarily and friendship.  ""@CAPS1, he thanks his parents for everything they did for him by moving to @LOCATION1 and for showing him how important family and friends are.  ""i will never forget how my parents turn this simple house into a home.""  That is the mood expressed by the quthor, through his culture, family, and by showing gratitude to his parents for giving him a basis for life. ",3,4,4,"ID3,ORG2,STY2"
9594,4,"The author concludes the story with these final lines to create a tone of hope that creates a theme. Final lines have a great impact for the reader because it is the last thing they read. In this story, Saeng refers to the time �when the shows me�. Here the snow is symbolic to the sorrow she has been facing because she left home. At one point in the story, �Saeng  brokedown and wept!� The spring is a time for archetypal rebirth. However, so the �show will melt� and her sorrow will go away. This creates a tone of hope for happy times in the future. Next, saeng  refers to the time of the hibiscus budding. The hibiscus represents a comforting connection to her old country. She referred to the plant as �yet another old friend�. If the hibiscus blooms, then her new life will also because she will be comforted to the point where she feels security. This creates a tone of hope for future comfort. The times ahead she speaks of are followed by a promise to take the test again despite her failure the first time. The author is using  the ??? of hope to ??? home that??? We overcome. She is showing optimism toward the spring and is willing to face a challenge. Therefore, he ????  that to make a hopeful home . ??? a life lesson of courage.",3,3,3,"ID3,ORG2,STY2"
9061,4,"The author choose this end to show that saeng hasn't given up on how she is living yet. It shows that even though she really loved her hometown, and feels and remembers a lot back then. She had taken the test and failed, living where she was living then just seemed too much pressure on her. Although she hasn't quite adapted throughly she will try her best to surcome situations that are brought upon her. It gives the reader hope by ending the story like this, instead of just leaving the reader at she bought a flower after failing a test and moves on with her life. For example when she failed the test she seemed distressed and very angry. I,�I-I failed the test,� Saeng said. For a long moment mrs. Panouvong said nothing. Saeng did not dare look her mother in the eye. Instead, she stared at the hibiscus plant and nervously tore off a leaf, shedding it to bits.�it anger Saeng how she had to leave her happy past life for one that is different and challenging. When faced with a challenge extreme emotiona situations occur. Saeng just needed hope and the author choose this to betray to then reader there is a chance of hope!",3,3,3,"ID2,ORG3,STY2"
1329,1,"Dear local newspaper, I believe computers doesn't benefit society. I feel this way being that lack of email skills, no exercising, and its addicting. Read on for further explaing. Firstly, spending hours and hars on the computer gives you no social skills what on ever. You could think before you reply and most people online talk or write way differently there then in person. People could act like someone else. Online you could erase what you wrote but in person you can't. Thats way you simply can't gain social skills sending all this time talking online. Next, you get no exercises. On a nice beautiful @DATE1 you'll be inside on the computer when you could be getting exercise. Being on line sitting down doing nothing just talking makes you lazy. When you're older you'll have to be writing. You can't just good all these long house on the computer. Furthermore, you should have your time for on the computer and exercising. Finally, its addicting some people could good hours and hours on the computer looking up all these videos. Seven out of ten teenagers rather be inside in the computer talking to people rather then meeting new people elsewhere. I think parents should restrict their children's time to be on computers. All this time with this fun could be spent doing studying or something to help you out in the future. In conclusion, i believe computers doesn't benefit society. I feel this way being lack of social skills, no exercise, and addicting. I think some people shold limit their time another computer and expand their time doing something important.",4,3,7,"ID2,ORG1,STY2"
15037,6,"The obstacles the builders of the Empire State building faced law against airships flying to low over urban areas This law made it illegal for ship to ever tie up to the building, fearing That The Wind would blow the dirigible onto the sharp spires of other buildings in that area. That would harm the dirigible's shall Then another dirigible attempted a Publicity stunt, when it would tie up and deliver a bundle of newspaper to the Empire state building. The Idea of The mooring was shelved. They yet unsolved Problems of mooring air ships to a fixed Mast at Such a height made it desirable. The highest open observatory dock, intended for disembarking Passengers, has never been open to The Public.",2,1,2,"ID3,ORG3,STY3"
18404,7,A time when I was patient was at the beginning of the year of the seventh grade. It was fourth hour and the principle had made an announcement saying that the sixth graders took too long at lunch and sayed there was a delay. So as the rest of the class complained I sat there calm and patient. It wasn't really fun just to sit there bored and hungry though so I just kept my cool. Then eventually our grade was called downs to have lunch. That the time when I was patient over something.,8,8,16,"ID2,ORG2,STY2"
6619,3,"I think that there were many things contributing to the cyclists state at the end of the story. First, there was the fact of time. He was cycling in June which is very hot due to it is summer. Second, he was cycling through California which is warm even in early @DATE1. And third he was traveling through the deserts. So if you put all of that together. He was cycling on a hot June day in the deserts of California. These @NUM1 things all contributed to the characters state. He went through dead towns in his search for water and found an old well pump with extremely hot water, that tasted like battery acid. He drank to much water at the begining which left him with just spit toward the end. He was lucky to find a fish camp in the middle of nowhere and to have found water. The three things made him drink too much water at first and barely left him with enough.",3,2,3,"ID3,ORG2,STY2"
8997,4,Because withe the blooming of the hibiscuse plant comes new hope. In the story she sees the hibiscuse as her old life and with the budding of the plant starts a new chapter in the young girls life.,1,1,1,"ID3,ORG3,STY3"
18015,7,"One day when I was going to @LOCATION1  we drove for @NUM1 whole day because we went in the wrong direaction and my mom got made at night we were trying to find a hotel about @NUM1:30am I was the only one aware because my three brothers @PERSON1, @LOCATION2, caman were sleping in the back of the van my sister @CAPS1 and me were in the front and I got really angry because a guy. Look the last room they had but I was really angry patient and really we a room the next day we went to the @ORGANIZATION1 to stay we were going to the water park/musment park there was a new ride"" the scoping tail butt we had to wait for @NUM1 hour to go on that ride and I was really patient but my mom was getting tired and mad because  it took so long then the next day it rained and rained so we went to the indoor fool at our hotel but we couldnt go in because there were in many people so we had to wait but I wasnt patient because I wanted to go swimming  the almost a halve hour we got to go swimming then the next day we had to leave and this time it took almost two days to get us back home the time & we got there was at @TIME1 I was patient enough to help my parents get all the stuff in our house then we finally got to go to bed I was so happy.",7,7,14,"ID2,ORG3,STY3"
6961,3,"In �Do Not Exceed Posted Speed Limit� by Joe Kurmaskie, the setting affects the cyclist. The cyclist takes advice from some old guys and ends up wishing he never did. He is on an empty road, flat and dry. He ends up drinking all of the water he has, and needing to stop for some more.� I had been hitting my water bottles pretty regularly, and I was traveling through the high deserts of California in June.� He stopped to get more water, but once, all that came out was some tar like stuff, and then he couldn�t find another place for quite a white. The flat road was replaced by short, rolling hills and he came to a sigh that said �Rough Road Ahead: Do Not Exceed Speed Limit�, and passed tumble weeds and a large snake. All of these things impacted his journey with fear, caution, etc. When he finally reached a place to get a drink, he was finally satisfied. Because it was hot, and empty, he was more thirsty so therefore the setting affected the cyclist.",2,3,3,"ID3,ORG2,STY2"
18456,7,"Patients is about many things. First, there is diffrent ways to express patients. Second, people either have patients or they don�t. I admit I am one of those people that don�t have patients. My mom is always saying, �@CAPS1 your horses.� @CAPS2 I know. I don�t have patients so why does she have to tell me I don�t? I don�t have any patients in grocery shopping I can�t wait to get out but, everyone hates it right? Lines, lines, lines man do I hate them the take forever, wherever you go. Plus it is really nice when you let someone out if they are in a big hurry or somthing in a emergency. Plus the goodness in you just can�t help it when you have a little girl that needs to cut you. So you see patients can take a toll or some people have no problem with it. It just depends on who you are. Patients has a lot to do with complaing. But not the way you think, when you are patient you don�t complain at all you chill and go with the flow of things that are around you. Especillaly, when you are in a difficult situation it helps to have patient people than non-patient people with you. Well that talks about patients and how people deal, relate, and chill about it.",6,5,11,"ID3,ORG3,STY2"
12301,5,"The Originally from cuba arrived in the United States in 1956. After living for a year in a furnshed one-room aparment @NUM1 old Rawedia maria and @NUM2 year old @PERSON1.                                                                         In 1961, I was Born into this simple house, situated in a @NUM3 family, blond-brick building in the Ironbound section of Newark, New Jersey. They came selflessly, as many immigrants do, to give their children a better life. They showed me with their lives and these teaching have been the basis of my life. Now he have good live because move to United States.",1,1,1,"ID3,ORG3,STY3"
15193,6,"There Are @CAPS1 things that Are worry Some About dirigibles docking there. One of them was the fact that ""The dirigibles would sway in the wind As the passengers walked down A Gangplank"". This would be unsafe because As it sways, it could knock the passengers off the plank and cause them to fall.",2,0,1,"ID3,ORG3,STY3"
18448,7,"In the writing prompt, I chose to write a story about a time when I was patient. I am going to talk about the time I skipped school to go fishing with my dad and my uncle @PERSON1. I didn�t get to sleep in very much, I still got up at about the same time I do to go to school. I had to get out of the house before my brother saw me because he wasn�t going with us. We got in the car, and drove to my uncle @PERSON1�s house. When we arrived at his house, my dad started packing everything onto the boat. Once we did that, we hopped in my uncle @PERSON1�s old, rusty, red truck. The red paint was chipping all over the truck. We started to drive, and my uncle @PERSON1 had to keep watching  the boat. The boat was very small. It just barely fit all of us. It was only about a foot and a half wide and about @NUM1 foot long. It scared me when we put the boat in the water and started driving. We went through a gorgeous river all the way to the back of the @ORGANIZATION1. The @ORGANIZATION1 were on is called @ORGANIZATION1. It is in @LOCATION1. I was patient right when we got in there. I thought we were going to stand, so I was having second thoughts on fishing. It turns out, we just sat in there while we fished. We fished for a good @NUM2 hours that day. I was so very patient waiting for my bobber to go down so I could set the hook. �@CAPS1� my uncle @PERSON1 said. It means that the bobber is going under the water like a submarine does. We had @NUM2 rods out at once! @NUM4 pike rods, and @NUM1 bluegill rods! I caught the biggest blue gill of the day that day! This day was one of the best days of my life!! That is about the time I had to be patient on the @ORGANIZATION1 for @NUM2 hours straight.",9,10,19,"ID2,ORG2,STY2"
13555,5,"In this memoir ""Narciso Rodriguez by The blue prints of Our Lives, the author sets a deep and powerful mood to the setting. Throught this memoir we feel happy as he explains his culture, for example as it states in paragraph (@NUM1) ""Here the innocense of childhood, the congregation of family and friends and endless celebrations that encompassed both, formed the backdrop to life in our warm home's."" @CAPS1 the author uses warm words that fill our heart's. For example in paragraph (@NUM2) it state's ""But in reality there is no way to express my grattitude for the spirit of generosity impressed upon me at such an early age. And @CAPS2 this author uses @CAPS3 to use further information which explains Narciso's feeling towards certain childhood memories. Such as the cuban culture. These are three examples of how the author sets the mood in this memoir.",3,3,3,"ID3,ORG3,STY2"
15004,6,"From the excerpt ""The Mooring Mast"" by Marcia Amidon @CAPS1 she describies the obsticles the builders of the Empire State Building faced in attempting to allow dirigibles to dock there. Three of the main obsticles they faced where there was a lack of suitble landing area, they would have to reconstruct the building's framework, and there was a law against it. The Dirigibles are enormous steel framed balloons, that have envelopes of cotton fabric. They are also filled with hydrogen and Helium to make them lighter and float eayser. As a result of the Dirigibles being so large, some over one thousand feet, there was really no place for them to land. ""The architects could not simply drop a mooring mast on top of the empire state Buildings flat roof, it would add to much stress to the buildings frame"" (paragraph @NUM1). Another obsticle being faced was they would have to spend over sixty thousand dollars to the building's framework just so the building could support the Dirigible. The third obsticle faced was there was a law agianst it. It claimed that there would be no airships flying too low over urban areas. So even if they did build a landing area, and spend the sixty thousand dollars on the building's framework they wouldnt be able to use them because of the law. Even though the idea of having a dirigible dock on the Empire State building the obsticles too face were to great for the builders with the lack of a sutible landing area, the reconstructing of the framework, and the law agianst aircrafts flying to low.",4,4,4,"ID3,ORG2,STY2"
20944,8,"                  The @CAPS1 @CAPS2 @CAPS3!!! This @CAPS2 started out like any other @CAPS2. Me waking up thinking what am I going to do. So I walk out of my room, ask my mom if we have any plans. She says that we don't have any plans. So after I talked to her some more. I went back into my room and there I saw that I had gotten a text message from my @CAPS1 friend @PERSON3. He asked if I wanted hang out with him. I decided of course I can because I had no family plans. ""I would love to hang out with you @PERSON3"".  @PERSON3 and I met at the @NUM1 bus stop on royal and we went to @ORGANIZATION2. See now the reason why we went to @ORGANIZATION2 was because the @CAPS2 before I had gotten a gift card from my grandmother and fifty dollars from @CAPS4 (@CAPS4 is my biological father). When we finally got to @ORGANIZATION2 asked me what are we going to get here. I said anything I want. him start busting up laughing. I bot a jackass shirt and some food. From @ORGANIZATION2 we went to @CAPS6 @CAPS7 to get some delicious food.  When we walked into the restaurant, the aroma from the place made us drool a little bit. @PERSON3 got a big bowl and stuffed @CAPS15 with everything he could. We ate so much. I ganged like ten pounds. We talked about life and how awesome the food was. Where we were going next was still undecided. We finally finished our food. I payed for the to bowls of food and we went to our bus stop and went to downtown @PERSON1. While we were on the bus @PERSON3 decided that we shall go to @ORGANIZATION1.  So we got off the bus and what do you know my friends @CAPS8 boy, @CAPS9, @CAPS10, @PERSON2, and @PERSON4 were downtown chill en like a villain. @PERSON3 went and smoked a cigarette. While I went and checked the bus schedule for the @ORGANIZATION4 bus. Him and I had to wait for @NUM2 minutes. So we gust hung out with our friends. @CAPS9 is the funniest guy @CAPS3. I laughed until I started to cry. I almost pissed myself.  We left to go get on the bus, laughed some more. When we got to the @ORGANIZATION4 we had know idea why we even went there. So we just walked around. @PERSON3 decided that we should into the photo booth to make this @CAPS2 legit. I had a lot of fun getting our picture taken. Next place we went was @CAPS11-topic. I love that store. We were in there for @CAPS3.  About two or so hours pass.  At the @ORGANIZATION4 there is this park that you can go to but you have to cross the bridge to get to @CAPS15. @PERSON3 and I got bored and went on an epic adventure to this park. There was a couple trails that we walked. I tripped on a branch. @PERSON3 laughed at me. We found this piece of concrete. @PERSON3 and I put on some music and danced to @CAPS12 @CAPS13. I love @CAPS14 music its really fun to dance to. I had orange soda that @PERSON3 drank. I took a lot of pictures of him drinking the soda. We pretended that the grass was lava and the concrete was a place for break dancing in cave man days. I took a video of @PERSON3 dancing and laughing to the song @CAPS15's the @CAPS1 @CAPS2 @CAPS3 by sponge bob. He also ate all of my chips that i bot at @ORGANIZATION2. After that we went back onto the trails and skipped through the tree's. I trow skittles at birds and old people. While telling them to taste the rainbow.  We finally realized that we needed to get back home so him and I started walking back to the bus stop. Missed the first bus the caught the next one. Hung out downtown for an hour. Chilled with my downtown friends at @NUM3 park. Got a donut from @ORGANIZATION3. That place is epicly bad ass! Got some intents from this cool store by the station.  As the @CAPS2 ended @PERSON3 and I went our separate ways home. Both still to this @CAPS2 saying that, ""that @CAPS2 was epic"".",16,15,31,"ID2,ORG1,STY2"
17850,7,"This is about a story I was patient I was on an @LOCATION1 �@LOCATION1, so this is what happen on the @LOCATION1. I was standing in line on ordered some sausages, eggs, pancakes atia syrup, has browns and orange jucie and take my cool derille sitting a man with a steak for his head and order something and sits down, and I get mad a little the I�m still patient okay but then I�m really mad because geating steak head get�s his before mine and walked in here first.  So then I cool down because a nice cute girl walks in order�s and comes and sit�s down where I were sitting then a old think there goding and hip, they and they order sit down. Finally, the girl and I finally get a food and show the old people hip is we challenged them to surf contest but the main in to sit and wait and be patient even through it @NUM1 in the @TIME1.",5,7,12,"ID2,ORG2,STY3"
209,1,"Dear local newspaper editor, @CAPS1 opinion on the effects of computers on people is that staying on a computer is not that bad it does not rot you brain like video games. are some good reasons why computers are good and help you. Sometimes computers do help with hand-eye coordination. You use the computer to do homework or to search a a stores etc. Some computers are really slow but not all of the new ones for @DATE1, computers can also help you read better it has little . You could play talk to people like your friends. Listening to music is an easy thing to you could a website that has all songs that you like to listen yo many people use the computer to find jobs and use it to look for ways to eat right and work out paying bills online is easyer than paying them for real. The computer is easy way to pay and you should agree with @CAPS1 opinion.",3,3,6,"ID2,ORG3,STY2"
